Area Code,Area Name,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
524,Nepal,1995,Imports CIF (millions of US dollars),G,,"1,330",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2005,Imports CIF (millions of US dollars),G,,"2,282",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2010,Imports CIF (millions of US dollars),G,,"5,116",Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2015,Imports CIF (millions of US dollars),G,,"6,612",Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2018,Imports CIF (millions of US dollars),G,,"12,771",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2019,Imports CIF (millions of US dollars),G,,"12,364",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2020,Imports CIF (millions of US dollars),G,,"9,684",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,1995,Exports FOB (millions of US dollars),G,,345,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2005,Exports FOB (millions of US dollars),G,,863,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2010,Exports FOB (millions of US dollars),G,,874,Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2015,Exports FOB (millions of US dollars),G,,660,Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2018,Exports FOB (millions of US dollars),G,,801,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2019,Exports FOB (millions of US dollars),G,,952,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2020,Exports FOB (millions of US dollars),G,,849,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,1995,Balance imports/exports (millions of US dollars),G,,-985,Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2005,Balance imports/exports (millions of US dollars),G,,"-1,419",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2010,Balance imports/exports (millions of US dollars),G,,"-4,242",Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2015,Balance imports/exports (millions of US dollars),G,,"-5,952",Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2018,Balance imports/exports (millions of US dollars),G,,"-11,970",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2019,Balance imports/exports (millions of US dollars),G,,"-11,413",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
524,Nepal,2020,Balance imports/exports (millions of US dollars),G,,"-8,835",Estimate.;Merchandise trade data up to 2009 reported by fiscal year and beginning 2010 reported by calendar year.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,1995,Imports CIF (millions of US dollars),S,,"157,929",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2005,Imports CIF (millions of US dollars),S,,"310,591",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2010,Imports CIF (millions of US dollars),S,,"439,987",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2015,Imports CIF (millions of US dollars),S,,"412,644",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2018,Imports CIF (millions of US dollars),S,,"521,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2019,Imports CIF (millions of US dollars),S,,"514,858",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2020,Imports CIF (millions of US dollars),S,,"482,764",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,1995,Exports FOB (millions of US dollars),S,,"177,626",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2005,Exports FOB (millions of US dollars),S,,"349,813",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2010,Exports FOB (millions of US dollars),S,,"492,646",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2015,Exports FOB (millions of US dollars),S,,"464,697",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2018,Exports FOB (millions of US dollars),S,,"587,893",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2019,Exports FOB (millions of US dollars),S,,"576,784",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2020,Exports FOB (millions of US dollars),S,,"551,598",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,1995,Balance imports/exports (millions of US dollars),S,,"19,697",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2005,Balance imports/exports (millions of US dollars),S,,"39,222",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2010,Balance imports/exports (millions of US dollars),S,,"52,659",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2015,Balance imports/exports (millions of US dollars),S,,"52,053",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2018,Balance imports/exports (millions of US dollars),S,,"66,857",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2019,Balance imports/exports (millions of US dollars),S,,"61,927",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
528,Netherlands,2020,Balance imports/exports (millions of US dollars),S,,"68,834",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],1995,Imports CIF (millions of US dollars),S,,"1,830",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2005,Imports CIF (millions of US dollars),S,,894,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2010,Imports CIF (millions of US dollars),S,,"2,687",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],1995,Exports FOB (millions of US dollars),S,,"1,354",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2005,Exports FOB (millions of US dollars),S,,91,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2010,Exports FOB (millions of US dollars),S,,811,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],1995,Balance imports/exports (millions of US dollars),S,,-476,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2005,Balance imports/exports (millions of US dollars),S,,-803,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
530,Netherlands Antilles [former],2010,Balance imports/exports (millions of US dollars),S,,"-1,876",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
